JobTitel,CompanyName,Skills
Senior Devops Engineer,Trufla -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT)
DevOps Engineer,Luftborn -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Information Technology (IT) · Software Development · Telecom Engineering · DevOps · Network Security · AWS · Elasticsearch
DevOps: Site Reliability Engineer/ Support Engineer.,Cegedim -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell
DevOps/ProdOPS Engineer.,Cegedim -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift
DevOps Engineer,Shary -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Database · Computer Science · DevOps · Software Development · Deployment · Bash
Senior Devops Engineer,Xpovi -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Docker · Software Development · DevOps · Kubernetes · Linux · Bash Scripting
Senior Data Engineer,Kalasko -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Information Technology (IT) · Data Engineering · Git · SQL · DevOps · Azure · AWS
Senior Devops Engineer,UnitLabs -,Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · AWS · MongoDB · Software Development · Computer Science · Engineering · HTTP · Information Technology (IT)
Senior System & Network Admin,Cashcall -,Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · IT · Networking · Information Technology (IT) · System Administration · Maintenance · Python
Security Engineer,Itechs -,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Communication · CEH · CISM · CISSP · Information Technology (IT) · Fortinet · Python
DevOps Team Lead,Trufla -,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux
ITOM Systems Engineer,Worex -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · System Administration · Network Administration · Problem Solving · MySQL · Computer Engineering · Computer Science · Engineering
Software Engineer,Appgain -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python Developer · UML · IT · Flask · RestAPI · Mongo DB · Computer Science · SQL
Technical Support Specialist - Cloud,Alnafitha -,Full TimeExperienced · 5+ Yrs of Exp · Customer Service/Support · IT/Software Development · ITIL Foundation · Microsoft Certified: Azure Solutions Architect Expert · AWS Certified Solutions Architect professional · Microsoft Azure · Microsoft Azure IaaS/ PaaS · SQL Azure · Networking · Customer Care
Service Delivery Lead (Networking & Security),NOK for Human Capital Solutions -,Full TimeManager · 7+ Yrs of Exp · IT/Software Development · CCNA · Cisco · CISSP · Computer Science · Customer Service · firewalls · Information Technology (IT) · Networking · IP
Service Delivery Lead (.NET/DevOps),NOK for Human Capital Solutions -,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .net core · .Net · ASP.Net · AWS · Azure · Computer Science · DevOps · Information Technology (IT)
DevOps: Site Reliability Engineer/ Support Engineer.,Cegedim -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell
App & Infra Consultant,Global Brands -,Work From HomeExperienced · 6+ Yrs of Exp · IT/Software Development · Azure · Cloud · Computer Engineering · Computer Science · Engineering · IaaS · Information Technology (IT) · SQL · PowerShell
Windows Administrator Engineer,Interact Technology Solutions -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Computer Science · Information Technology (IT) · Installing · PowerShell · English · Windows Server · Windows · Windows Administration
IT Specialist,Orchidia Pharmaceutical Industries -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · Cisco · VMware · Microsoft · Disaster Recovery Planning · Firewalls
Senior Nintex Developer,SURE International Technology -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Nintex · Sharepoint · Computer Science · Development · Information Technology (IT) · Software Development · Information technology · NWC · PowerShell
Technical Support Specialist - Cloud,Alnafitha -,Full TimeExperienced · 5+ Yrs of Exp · Customer Service/Support · IT/Software Development · ITIL Foundation · Microsoft Certified: Azure Solutions Architect Expert · AWS Certified Solutions Architect professional · Microsoft Azure · Microsoft Azure IaaS/ PaaS · SQL Azure · Networking · Customer Care
Cloud Administrator (Azure /Oracle),Confidential -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Active Directory · Azure · Cloud · DNS · Docker · Information Technology (IT) · System Administration · Installation
"RPA Developer (Automation Anywhere, UiPath, Blue Prism)",Tarqeem Solutions -,Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · RPA · Automation Anywhere · Automation · BluePrism · Software Development · Computer Science · Information Technology (IT) · Python
Senior Cloud Engineer,Dimensions Cloud -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Engineering · Computer Science · IT · Service · Management
Customer Success Engineer - Implementation Engineer,Kalasko -,Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Customer Support · Account Management · English · SQL · Troubleshooting · Customer Care
Software Engineer - Kuwait,RDI -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · .Net · ASP.Net · SQL · Software Engineering · Software Development · MVC · JavaScript
Microsoft Senior System Engineer,Global Brands -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · Communication · Information Technology (IT) · Microsoft · Networking · Software Engineering
Middleware Administrator Engineer,Interact Technology Solutions -,Full TimeExperienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Linux · Windows · HTTP · English
Oracle EBS & Fusion Cloud HCM Consultant,Keys Group Services -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · EBS · Fusion · HCM · Information Technology (IT) · Oracle HCM · Payroll · Oracle
Oracle HCM Techno Functional Consultant,Perfect Presentation -,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · HCM · EBS · ERP · Information Technology (IT) · Oracle · e-Business Suite · business · Oracle E-Business Suite · Oracle e-Business
Oracle EBS Payroll Techno Functional Consultant,Perfect Presentation -,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Oracle · Development · e-Business Suite · Oracle e-Business · EBS · ERP · ERP Implementation · Oracle E-Business Suite
Oracle Apps DBA,Perfect Presentation -,Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · Engineering · Computer Science · Information Technology (IT) · Oracle DBA · DBA · SQL
Senior Oracle Webcenter Developer,Al Beshara -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · developer · Information Technology (IT) · senior · Oracle WebCenter · Oracle · Computer Science · WebCenter · Software Development
Cloud Administrator (Azure /Oracle),Confidential -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Active Directory · Azure · Cloud · DNS · Docker · Information Technology (IT) · System Administration · Installation
ODS Oracle Database TeamLead- KSA Based,Ejada (Cairo) -,Full TimeExperienced · 10 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PL/SQL · SQL · Database · Microsoft SQL Server · Information Technology (IT) · Software Engineering · Computer Engineering · Computer Science
Oracle EBS & Fusion HCM Functional Consultant (Cairo-KSA),Ejada (Cairo) -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · EBS · Oracle
Oracle EBS & Fusion FIN Functional Consultant (Cairo-KSA),Ejada (Cairo) -,Full TimeExperienced · 2+ Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Oracle · EBS · Computer Science · Accounting · Finance
Oracle EBS & Fusion SCM Functional Consultant (Cairo-KSA),Ejada (Cairo) -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Oracle · EBS
Oracle EBS & Fusion EPM Functional Consultant (Cairo-KSA),Ejada (Cairo) -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · EBS · Computer Science
Oracle EBS & Fusion Technical Consultant (Cairo-KSA),Ejada (Cairo) -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Oracle · EBS
Sr. Oracle Database Administrator,Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Databases · EBS · Oracle · Oracle DB · PL/SQL · SQL
Oracle NetSuite Functional Consultant (junior),Advanced Techniques Solutions for Software Company  -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · IT/Software Development · Strategy/Consulting · business · Computer Science · English · ERP · Finance · Functional · Implementation
Oracle Apex Developer,SSC Egypt -,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APEX · Oracle APEX · PL/SQL · SQL · JavaScript · HTML · CSS · Computer Science
Branch Supervisor,J&T EXPRESS -,Full TimeExperienced · 5 - 15 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Sales/Retail · Management · Logistics · Communication skills · Operations Management · Express · sales skills · Customer Service
Courier????? ???,J&T EXPRESS -,Full TimeEntry Level · 0 - 5 Yrs of Exp · Logistics/Supply Chain · Operations/Management · ????? ??? · ????? · Courier · Courier Management · ??? · Logistics · Express
Senior Node JS Developer,Tech SquAd -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · MongoDB · Software Development · JavaScript · APIs · Git · Express.js · Typescript
Backend Developer,PraxiLabs -,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Development · JavaScript · Computer Science · Software Development · Software Engineering · MEAN Stack · Node.js
Backend Developer,Virtual Worker Now -,Full TimeShift BasedWork From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backend developer · MySQL · Web Development · Git · HTML5 · CSS3 · JavaScript · WordPress
MEAN/MERN Stack Developer - Onsite,Block Gemini -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Node.js · JavaScript · MongoDB · React.js · Express.js · Information Technology (IT) · Software Development
Technical Lead,Block Gemini -,Full TimeManager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Data · Design · Development · Engineering · Information Technology (IT) · Management
Senior Backend Developer ( NodeJS or Laravel),Reach -,Full TimeWork From HomeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Engineering · Computer Science · Information Technology (IT) · Laravel · Backend · Software Development · Node
Remote Senior Full Stack Engineer (Node.js & Angular.js),Kalasko -,Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · AngularJS · Information Technology (IT) · Web Development · Software Development · RESTful · JavaScript · Computer Science
Network Collaboration Engineer,Silicon21 -,Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · collaboration · Cisco · Network · CCNA · Networking · Engineering · Communication Engineering · Computer Science
Social Media Manager,konsept -,Full TimeExperienced · 3 - 7 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Marketing · Manager · Social Media · Social media manager · Online Marketing · E-Marketing · Content · Communication
Planning Cost Control Engineer,GranTech Group  -,Full TimeExperienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Communication skills · Cost Control · Cost · English · Engineering · Primavera · Planning · Civil Engineering · Management
Node JS Developer,SATA Group -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · node · Node.js · Software Development
Full Stack Web Developer,Furqan Group for Education & IT -,Full TimeWork From HomeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Computer Science · Information Technology (IT) · Node.js · Software Development · MySQL · JavaScript · Front end
Full Stack Lead React.js & Node.js,Infinity Business Solutions -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · React.js · React js · Information Technology (IT) · HTML5 · JavaScript · React · Engineering
"Back-End Developer (NodeJS, Typescript)",qpix -,Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · Node.JS · Typescript · Information Technology (IT) · Computer Science · Software · Software Development · javaScript
Web Developer (Javascript/Typescript),Split-E -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WebGL · JavaScript · Programming · Typescript · Software Development · Software · Computer Science · Development
Senior Fullstack Java Developer for European Client,Confidential -,Full TimeFreelance / ProjectExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java EE · Rest API · Computer Science · Development · Information Technology (IT) · Java · Spring · Software Development
Front End Developer,52nd Solution  -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front End · Information Technology (IT) · Engineering · Software Development · Angular · Git · HTML5 · CSS3
Software Engineer,Callvita -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Computer Science · Computer Engineering · javaScript · Software · Engineering · Git · CSS
"Junior Full Stack, PHP, Drupal Developer",Orange Studio -,Full TimeEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack
"Team Leader / Senior Full Stack, PHP, Drupal Developer",Orange Studio -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack
Senior Full Stack .Net Software Developer,Confidential -,Full TimeWork From HomeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microsoft.Net · .Net · ASP · C# · SQL · Website Development · HTML · CSS
Application Support Engineer,Testing Geeks -,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Application Support · SQL · Computer Science · PHP · Laravel · Python · Typescript
Hybrid Mobile Developer - Remotely,Innovent Egypt -,Full TimeWork From HomeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Mobile Development · Flutter · Information Technology (IT) · Computer Science · English · Software Development · iOS
Senior Front End Engineer,WUZZUF -,Work From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Software Development · Front-End Development · front-End developer · html · css · react · redux
.Net Team Leader,Sarmady -,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · CSS · Information Technology (IT) · OOP · JavaScript · Software · Software Development · SQL
Senior .Net Developer,Sarmady -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · .Net · Web Development · Computer Science · Engineering · C# · SQL · javaScript
Senior Node JS Developer,Tech SquAd -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · MongoDB · Software Development · JavaScript · APIs · Git · Express.js · Typescript
Senior Front-End Developer,MAWAD -,Part TimeFreelance / ProjectWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · front-end · React · Software Development · Information Technology (IT) · RESTful · Redux
Wordpress Developer,Affsquare -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Computer Science · PHP · Information Technology (IT) · WordPress · MySQL · CSS3 · Design
Wordpress / UI Developer,Road9 Media -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · Web Development · HTML5 · CSS3 · javaScript · jQuery · Bootstrap · PHP
Wordpress Developer,Virtual Worker Now -,Full TimeShift BasedWork From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · WordPress · Computer Science · HTML · CSS · JavaScript · Information Technology (IT) · Computer Engineering
PHP/Wordpress Developer,Union Coop -,Freelance / ProjectExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · PHP · Software Development · CSS3 · HTML5 · JavaScript · jQuery
WordPress Developer,Target For Property -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · WordPress Development · HTML5 · CSS3 · front-end · JavaScript · jQuery · PHP
Wordpress Developer (Remotely),Kings Of The Web -,Full TimePart TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · Computer Science · Computer Engineering · Software Development · Github · Front End · Gulp · Webpack
WordPress Developer,Be Group -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Design · CSS3 · Development · HTML · HTML5 · Information Technology (IT)
Senior Wordpress Developer,Confidential -,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS3 · front-end · Git · HTML5 · Information Technology (IT) · JavaScript · jQuery · PHP
PHP / WordPress Developer,Medicascope -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front end developer · Computer Science · PHP · HTML · CSS · JavaScript · JSON · RESTful
Sr. WordPress Developer - PHP,Confidential -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · php · WordPress Development · Computer Science · back-end · CSS3 · front-end · HTML5 · Information Technology (IT)
Wordpress Project Manager (Work From Home),Virtual Worker Now -,Full TimeShift BasedWork From HomeManager · 3 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Computer Science · CSS · Engineering · HTML · Information Technology (IT) · Project Management · WordPress · Projects
Senior WordPress Developer,Kaii Lab -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WordPress · Front End · HTML · CSS · Development · Information Technology (IT) · Woocommerce · Software Development
Wordpress/PHP Developer,Everlast -,Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · back-end · Computer Science · CSS · HTML · Information Technology (IT) · Software Development · Software Engineering
Front-end Developer - WordPress,Alchemiser -,Full TimePart TimeFreelance / ProjectExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · WordPress CMS · front-end web development · PHP Development · Laravel · PHP
Creative Content Creator(Arabic & English Content),Jazeera Paints -,Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Writing · Arabic · Social Media · English · WordPress · Communication
Front End Developer (Vue.js),Dafa -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · Information Technology (IT) · JavaScript · Programming · SEO · Software Development · Web Development
Remote Vue.js / Laravel PHP Full Stack Developer,Raad Alfaris Information Technology Co -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full-Stack · Laravel · PHP · PHP Laravel · Vue · Vue.js · Computer Science · Information Technology (IT)
Senior Front-End Developer (Vue.js) (Cairo & Upper Egypt),Informatique Education -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · API · Frontend · Git · JavaScript · OOP · Software Development
Front End Developer - (Vue.js),Alexandria For Programming -,Freelance / ProjectWork From HomeExperienced · 3 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Vue.js · vue · Computer Science · Development · Developing · CSS3 · front-end
Vue.Js Front-End Developer,34ML -,Full TimeEntry Level · 0 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · REST · Mobile Development · Objective-C · Software Design · UI
Senior Front End Developer - (Vue.js),Jumia -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · javaScript · HTML · Agile · Frontend · Frameworks
Senior Full Stack Web Developer Laravel + Vue.js,Alexandria For Programming -,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · HTML5 · Engineering · CSS3 · Information Technology (IT) · Laravel · jQuery · JavaScript
Senior Front End Developer "Vue.js",Naqla -,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · JavaScript · Software Development · RESTful · Redux · Information Technology (IT) · APIs · Computer Science
Senior Frontend Developer (React JS / Vue JS),Confidential -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · React · React Native · Redux · ES6+ · Slack
Vue developer,Cloud Secrets -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · Vue.js · JavaScript · Js · Vue · Computer Science · Information Technology (IT) · Git
Front End Developer - VUE.js,Confidential -,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · UI/UX · Designer · Vue.Js · Adoe XD · Computer Science · Web Development · Google SketchUp · Sketch
Senior Full Stack Developer (PHP),Confidential -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Laravel · PHP · Software Development · jQuery · Vue.js · Git
Senior Full Stack Developer,Rasan -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular 2+ · ASP.Net · .Net · Agile · OOP · Information Technology (IT) · Computer Science · Angular
Enterprise Software Developer,eT3 - Tomorrow Information Technology -,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Fullstack · Frontend Development · HTML · CSS · javaScript · Backend Development
Front-End Web Developer - Remote,Smart Solutions Egypt -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Vue.js · Agile · Git · JavaScript · Information Technology (IT) · Vue · Computer Science
Senior Android Developer,LINK Development -,Full TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android SDK · Software Development · SOAP · REST · JSON · Information Technology (IT) · Kotlin · XML
Senior PHP Developer (Laravel With MongoDB & MySQL),Media Pan arab -,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Javascript · Laravel · Cross Platform Mobile Applications · Web Developer · Information Technology (IT) · Computer Science · Software Development
Senior Flutter Developer,Arab Apps -,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Git · Flutter · Information Technology (IT) · HTML5 · CSS3 · Computer Science · Java
Mid Level Android Developer,Arab Apps -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Android SDK · Android Development · RESTful APIs · Computer Science · APIs · Information Technology (IT) · Mobile Development
Senior Android Developer,Arab Apps -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Android · RESTful · Java · Mobile Development · Kotlin · Design · JSON
Senior Frontend Developer (NOT REMOTLY),Lun Development -,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Development · Information Technology (IT) · Software · Git · JavaScript
IOS Mobile Developer - (Alexandria),Softxpert Incorporation  -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Software Development · iOS · OOP · Swift · REST · JSON
QC Test Engineer,Technosignage -,Full TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · API · Automation · Computer Science · Information Technology (IT) · Software · Software Testing · Testing
Laravel Developer,8X Egypt -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · backend · PHP · Information Technology (IT) · HTML5 · JavaScript · CSS3 · Computer Science
Senior Application Support Engineer,e Aswaaq Misr -,Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Engineering · Information Technology (IT) · JavaScript · JSON · Linux · MySQL
Android Developer,Premier Services and Recruitment -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · android developer · Computer Science · Information Technology (IT) · Software Development · developer · XML · SQL
Flutter Developer,justagain -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · flutter · Information Technology (IT) · Engineering · APIs · Git · iOS · JSON
Full Stack Developer,Confidential -,Full TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Full Stack · Full Stack Developer · Information Technology (IT) · JavaScript · Software Development · Stack
Front End Developer, Qeema -,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Communication · JavaScript · Presentation Skills · Software Development · English · Information Technology (IT) · JSON
Senior Android Developer,Afaqy -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Mobile Applications · Mobile App · API · Software Development · Software · IOT · Information Technology (IT)
Cloud DevOps Intern,Appgain -,InternshipEntry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · AWS · Cloud · DevOps · Engineering · Docker
Senior Python / Django Developer,RDI -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Django · Python · MySQL · PostgresSQL · Debugging · GIT · Docker · javaScript
