account_id,user_id
23924304,17919609
9506594,7065886
21307601,15682564
11957303,10646944
20306032,14894283
10528758,11267843
24507431,18422248
24924360,18792325
4157393,3408306
555637,1172267
22566284,16753256
17084800,12362378
24818515,18699078
23511346,17559880
9304186,6908550
21917333,16201056
22619511,18526915
2149191,1906070
23723095,17743393
15193472,10963549
5040685,4048191
23255734,17342874
3725517,3099525
19688622,14414095
19260727,14076688
25136389,18983109
23722110,17742527
22803354,16955717
19799273,14500669
16400035,16524808
6608852,6458245
7986310,6025708
356037,695318
25159450,19003857
5948752,4677486
25117578,18966392
21192242,15584515
6641223,5126861
24883464,18756396
25147289,18992905
14118441,10199643
18618241,13569082
1125613,1112963
25159453,19003860
22674749,16845987
3379398,2836797
25123958,18971950
25125992,18973782
5968459,4691557
24822810,18702961
24629218,18528631
25159424,19003836
20197714,14814256
24443308,18366674
15116991,11051541
15116991,11051541
25159433,19003843
24597139,18500381
2032983,5598851
21668134,15986177
20750553,15238173
13683403,14000375
18089812,13149696
15740955,11358384
24468036,18388141
1620748,1497376
7659047,5804909
5503375,4403073
2512836,2184888
24290411,18235544
23354840,17427958
229394,492336
12286076,9037482
1602534,1483318
25046488,18902858
25159432,19003842
1186121,1160036
20005104,14663341
20682392,16775295
3984684,3285653
16018866,11560810
25005892,18865836
14431848,10424980
14768114,10665497
6953975,5335653
18580574,13540230
2307531,2026504
16152189,11660317
283864,581625
349651,685060
8390932,7244125
17144782,12407970
18987504,13857453
23627719,17659993
2214650,1955609
23880417,17881185
56147,168179
24524928,18437495
22021045,16289868
19846650,14538136
22855913,17000793
2677177,2313307
24306057,18248786
1348886,1289081
397133,761100
23423153,17483045
14315499,10340388
25159391,19003807
14012322,10120633
10985854,8071608
16584434,11984242
1188061,1161594
19429940,14210627
403740,771665
10614022,7817021
25158100,19002661
9793393,7257264
23416727,17477575
25134893,18981768
21552800,15888601
22605925,16786840
974726,996371
18383542,18087581
15719608,18944437
22636335,16813096
6022025,4958490
21944166,16224267
8804672,6579759
21509029,15852016
1036629,10898291
24184125,18144334
25147289,18992905
16356284,11837991
24288179,18233634
1285893,1238976
9901114,7331107
24782254,18665655
5616072,4447365
19887753,14570429
2649255,2291357
19412605,14196774
23286665,17369396
24094740,18067449
17995175,13078398
15795547,14879009
22877260,17019394
14289898,10322211
118921,310291
12547148,9130036
24984571,18846514
11654635,8534788
17822055,12944207
24484423,18402340
24078089,18053087
25159362,19003783
10221732,7545720
23957979,17948546
2576,3594
24862020,18737664
25105404,18955640
8593936,6437588
24863816,18739200
16348365,11807541
25158702,19003190
23836382,17842070
2655924,2296644
25104695,18954998
1815807,1650907
4051422,3330840
1953804,4580792
24533749,18445143
24800846,18683246
3858729,3196956
25158277,19002812
25005892,18865836
24676946,18571214
15422282,11126012
11475209,8410907
5907710,4648883
19134897,13976062
1430778,1353243
24441952,18939977
20430237,14989254
21441143,15795679
17476382,12671149
10631116,7829241
20172620,14795102
1327977,1272415
21988519,18806349
7472487,5679985
13109637,9471149
1505725,1409128
19634736,14372203
11963853,8754176
195254,438039
21759787,17301357
23972081,17960636
6547224,5062825
20639867,18232762
10993734,8076689
953645,979331
20798997,15275462
23103553,17212605
24838873,18717153
533686,904050
21778637,16080626
19574243,14324673
25159158,19003601
445123,3667225
23565047,17605902
16676800,12053014
24424728,18350463
23966210,17955670
130618,330006
25158616,19003113
17969826,13058878
25025388,18883669
23412189,17473694
6589185,5091025
18630467,14187137
24686155,18579315
22874977,17017456
25159244,19003677
4759281,3847117
24445112,18368182
188036,426522
25157365,19002026
1520205,1420080
5794757,4570889
20814124,15287321
3628270,3025253
21063172,15481122
16923866,15255817
15421198,11125183
25158311,19002838
19427716,14208879
20793635,15271171
23815727,17824018
1390639,1321564
294676,598696
16611573,12004421
12197631,9407219
27537,72793
19060339,14619040
22352198,16570077
24010936,17994538
9781564,7249404
19296,45112
23800781,17811017
251630,529160
4007472,3301805
11068317,8127394
12891636,9323435
19438642,14217555
7918395,5980143
8362471,6280280
19254250,14071544
4615597,3742228
23992443,17978369
25068799,18922830
6430409,4983847
24611311,18512867
19218120,14042465
17895113,13000695
18500443,13477903
18338061,13355019
12379213,9025619
24467312,18387496
24945894,18811223
4447297,3620250
20469995,15020677
912336,945871
2573651,2231834
17370975,12585136
5917247,4655668
25159157,19003600
21219025,15606055
17850075,12966003
6354703,4932472
25044017,18900623
19430,45581
25144255,18990256
16974404,12278154
18917403,13802164
21211561,15600043
1189122,1162409
14266486,10305444
19767961,14475510
25158835,19003316
21538781,15876871
24135885,18102815
14243549,10289265
21530520,18965603
2359429,2066480
24259428,18209229
2822316,2425805
6543444,5060139
3724805,4805211
9007179,6713399
22350431,16568695
974068,995926
13272316,9582911
22035721,16302260
5885087,8801806
23243511,18552948
21443235,15797317
233744,499448
12417408,9046131
23450961,17507125
2177207,1927589
4248423,3476332
5065111,5916915
2785763,2397220
247827,522815
24180725,18141446
474440,884123
11778379,8618944
4266232,3489291
1602625,1483390
25157342,19002008
15824697,11417996
18969728,13843464
25121898,18970123
15309930,11045534
5645,9204
8453533,6341615
130979,330644
8945631,7622254
1211114,1179620
6612716,6572460
17193706,12446991
10397196,7666635
4648345,3765875
5861881,4617278
1429526,1352254
19601528,14346231
8127376,6121834
15671845,11308103
5139018,4116960
7309608,5569333
25159155,19003598
23156715,17257873
25109363,18959197
1375209,1309332
19467443,14240478
23157611,17258660
23634715,17665960
24054245,18032291
24852459,18729212
1375209,1309332
24382771,18314030
3529935,2949834
17296984,12527432
2119689,1883230
8811928,6584697
237140,505107
24864676,18739943
20630476,15145428
25071666,18925456
1961069,1762639
21400215,15762517
25108580,18958522
20120996,14755500
25147512,18993105
25158776,19003263
10637181,7833533
19180060,14012003
20872367,15332006
13790271,9952948
3028341,2567856
20947679,15390142
11738688,13677853
10409684,7675470
21609322,15936193
23943506,17936188
17965413,13055399
25151230,18996524
117239,307106
3504504,2930349
24942967,18808593
25159080,19003532
12440633,9489156
4686623,3793890
186984,424716
15249697,11003497
7104841,5434848
2679675,2315281
22530160,16722372
1213834,1181827
11610193,8504628
11957303,10646944
6184319,4818853
16292511,11765648
21692606,16007022
1519084,4115031
1065819,1066424
25158912,19003380
24645865,18543544
6495501,5028239
23192201,17288403
53211,159072
25156506,19001271
24449420,18371872
14906556,11804434
16778968,12129595
8002,14122
17771049,12904640
16473005,11901624
22340476,16560321
13548341,9773920
18797263,13708437
4574186,3713080
19648646,14385721
19055678,14397747
17574738,12749758
8944651,6679307
1925653,1736174
1049422,1053697
6414227,4972927
46016,135829
16501529,11922765
20216455,14827099
21578994,15910538
25158808,19003294
25159002,19003459
422889,801924
6793780,5229895
6201277,4830973
24470365,18390200
9272216,6885805
19604226,15202471
1555436,1446710
57880,173397
20275869,14870916
21019331,15446069
23440747,18061671
24544926,18454921
1838,2526
25159036,19003491
19677089,14404941
19991274,14652234
20212427,14824405
23565047,17605902
11207725,8222797
25158943,19003411
4616753,3742996
20543880,15078224
24783381,18666740
13660294,9855588
2066864,1842227
21212881,15601107
8354350,13041346
24745932,18632107
2666344,2304712
20004550,14662893
17085343,12362769
20468883,15019793
3291880,2769999
25087973,18939954
15729,33522
16377439,11829235
25158698,19003186
25158099,19002660
15029077,17247718
7675721,10674525
3874442,3208862
2902326,2488668
25158919,19003386
20462941,15015136
431507,815612
11368037,8334398
3440163,2882307
8640065,6468993
19232143,14053798
3509903,3253896
25035766,18893169
312450,626528
1848986,1675976
17592070,12763718
1242540,8198263
21564090,15898192
12078797,8831291
24166905,18129591
2895696,2483528
24466786,18387036
11450018,8392656
8647938,6474610
23060385,17175788
3899033,3227319
25158990,19003450
22966230,17095240
21032657,15456672
24433359,18357981
21696638,16010432
20190477,14808810
4772397,3856722
19118047,13962548
23517838,17565472
16708895,12076640
12381950,9027170
23753387,17769810
1030437,1038834
23543186,17587063
14461894,10446509
13418605,9682206
16398058,11844931
23151411,17253357
15916949,11485238
24214185,18170299
10855063,11645960
21085603,15498803
21968263,16245157
25158928,19003396
25158047,19002614
19690452,14415521
22496219,16693156
13888769,10027277
18859,43665
20147283,14775496
25158885,19003359
4288678,3552797
6439236,4989733
25122568,18970711
22124450,16377085
20895226,15349662
17816516,12939973
23665022,17692606
25006577,18866447
25158689,19003178
24666076,18561724
24844312,18721989
1020613,1031060
15994415,11657682
16272079,11750356
24951075,18815876
20415095,14977511
24521908,18434823
382306,737453
23057700,17173516
24615129,18568454
40774,118228
17393392,12603485
35177,99515
25132357,18979450
300330,607405
20389838,14957991
3953923,3263173
23556346,17598312
24416268,18343102
9063439,6749197
25142848,18989011
25121857,18970089
20001953,14660760
24910126,18779761
16881576,12207505
24620718,18521113
1110669,1378896
15938083,11500676
2985358,2534342
331923,656912
11532255,8450861
4706090,3808184
12446611,13031347
12446611,13031347
20652980,17168898
12838162,9287033
19736030,14450499
23405739,17468155
23242567,17331616
463283,866082
21324727,15697287
22561271,16748890
25158650,19003142
10710252,7882685
23253558,17340942
10758932,7915984
19100915,13949231
367746,714112
965625,1103606
25104660,18954967
17227609,12472897
3090018,2616355
18760932,13679911
11223594,8233981
17163709,12422618
9595925,7125053
15654628,11295311
4024979,3313686
25156977,19001686
907814,942354
24307576,18250088
28642,76701
24795770,18678513
12227231,8924442
21186599,15579834
4304118,3517028
19856019,14545464
5252739,4196455
22685548,16855248
22776311,16932909
358599,699469
13485099,9729135
19667276,14397365
1547313,1440565
6183766,4818458
1614450,1492534
1574741,1461517
1011014,1023587
1332563,1276115
18617028,13568108
25156446,19001213
19183770,14014969
19928675,14602740
12635094,9184865
24464014,18384681
25158631,19003126
25114670,18963855
16561190,11967073
2577740,2235045
3492312,2921650
263429,548981
2756515,2374423
4801008,3877654
40817,118437
18184962,13231899
6873086,5282589
12675478,9211414
3598618,3002528
25158542,19003046
25036778,18894099
22305807,16530496
24864268,18739589
17455575,12654533
15442108,11140344
18383542,18087581
20306032,14894283
8661735,6483841
2212347,1953832
6595912,5095715
25008176,18867907
25063060,18917702
1555436,1446710
24779509,18662992
16574533,11976637
18131019,13186127
21622962,15947681
20673184,15178449
19173202,14006468
17901095,13005326
25157586,19002218
25148313,18993833
22005124,16276221
997731,1013285
15542208,11212572
11332018,8309247
10120333,7477464
2447665,2981600
24993462,18854401
14006611,10116567
21484918,15831702
22548418,16737918
1859358,1684269
10046863,7790545
20238623,14843075
16048458,11583024
28298,75517
25158690,19003179
22727823,16891248
23154376,17255842
13020886,9410361
22419432,16626973
20445225,15001181
289892,591130
25158711,19003199
25158769,19003257
18814207,13721739
22566889,16753766
19724238,14441145
13294424,9597923
3373547,2832215
25155253,19000157
4785569,4188928
7364261,5606485
25158138,19002691
49880,148668
9926016,7347563
25075359,18928841
901678,937682
23054821,17171020
20751408,15238846
952905,1235929
15529147,11203165
20232858,14838942
21409137,15769770
24979880,18842197
15063303,11289869
21270176,18917483
23384151,17449791
21641957,15964021
25005892,18865836
9604940,12933612
18432089,13426925
15022851,10843767
